PokeDatabaseId,PokemonId,PokemonName,PokedexId,ClassificationId,AlternateFormName,OriginalPokemonId,LegendaryType,PokemonHeight,PokemonWeight,PrimaryTypeId,SecondaryTypeId,PrimaryAbilityId,SecondaryAbilityId,HiddenAbilityId,SpecialEventAbilityId,MaleRatio,FemaleRatio,BaseHappiness,GameOfOriginId,PrimaryEggGroupId,SecondaryEggGroupId,EggCycleCount,PreEvolutionPokemonId,HealthStat,AttackStat,DefenseStat,SpecialAttackStat,SpecialDefenseStat,SpeedStat,BaseStatTotal,HealthEV,AttackEV,DefenseEV,SpecialAttackEV,SpecialDefenseEV,SpeedEV,EVYieldTotal,CatchRate,ExperienceGrowth,ExperienceGrowthTotal,EvolutionDetails
353,360,Tyrogue,236,539,,,,0.7,21.0,14,,89,241.0,289.0,,100.0,0.0,50,14,12,,25,,35,35,35,35,35,35,210,0,1,0,0,0,0,1,75,Medium Fast,1000000,
354,361,Hitmontop,237,289,,,,1.4,48.0,14,,113,264.0,241.0,,100.0,0.0,50,14,9,,25,360.0,50,95,95,35,110,70,455,0,0,0,0,2,0,2,45,Medium Fast,1000000,Level 20 With Attack = Defense
355,362,Smoochum,238,346,,,,0.4,6.0,1,9.0,156,73.0,100.0,,0.0,100.0,50,14,12,,25,,45,30,15,85,65,65,305,0,0,0,1,0,0,1,45,Medium Fast,1000000,
356,363,Elekid,239,195,,,,0.6,23.5,3,,240,,289.0,,75.0,25.0,50,14,12,,25,,45,63,37,65,55,95,360,0,0,0,0,0,1,1,45,Medium Fast,1000000,
357,364,Magby,240,370,,,,0.7,21.4,13,,66,,289.0,,75.0,25.0,50,14,12,,25,,45,75,37,70,55,83,365,0,0,0,0,0,1,1,45,Medium Fast,1000000,
358,365,Miltank,241,409,,,,1.2,75.5,5,,271,211.0,209.0,,0.0,100.0,50,14,6,,20,,95,80,105,40,70,100,490,0,0,2,0,0,0,2,45,Slow,1250000,
359,366,Blissey,242,290,,,,1.5,46.8,5,,151,214.0,92.0,,0.0,100.0,140,14,5,,40,147.0,255,10,10,75,135,55,540,3,0,0,0,0,0,3,30,Fast,800000,
360,367,Raikou,243,648,,,Sub-Legendary,1.9,178.0,3,,177,,111.0,,0.0,0.0,35,14,12,,80,,90,85,75,115,100,115,580,0,0,0,1,0,2,3,3,Slow,1250000,
361,368,Entei,244,693,,,Sub-Legendary,2.1,198.0,13,,177,,111.0,,0.0,0.0,35,14,12,,80,,115,115,85,90,75,100,580,1,2,0,0,0,0,3,3,Slow,1250000,
362,369,Suicune,245,25,,,Sub-Legendary,2.0,187.0,2,,177,,111.0,,0.0,0.0,35,14,12,,80,,100,75,115,90,115,85,580,0,0,1,0,2,0,3,3,Slow,1250000,
363,370,Larvitar,246,511,,,,0.6,72.0,8,6.0,89,,208.0,,50.0,50.0,35,14,11,,40,,50,64,50,45,50,41,300,0,1,0,0,0,0,1,45,Slow,1250000,
364,371,Pupitar,247,292,,,,1.2,152.0,8,6.0,218,,,,50.0,50.0,35,14,11,,40,370.0,70,84,70,65,70,51,410,0,2,0,0,0,0,2,45,Slow,1250000,Level 30
365,372,Tyranitar,248,18,,,,2.0,202.0,8,15.0,207,,285.0,,50.0,50.0,35,14,11,,40,371.0,100,134,110,95,100,61,600,0,3,0,0,0,0,3,45,Slow,1250000,Level 55
366,1397,Tyranitar,248,17,Mega,372.0,,2.5,255.0,8,15.0,207,,,,50.0,50.0,35,9,11,,40,,100,164,150,95,120,71,700,0,3,0,0,0,0,3,45,Slow,1250000,
367,373,Lugia,249,174,,,Legendary,5.2,216.0,9,16.0,177,,147.0,,0.0,0.0,0,14,12,,120,,106,90,130,90,154,110,680,0,0,0,0,3,0,3,3,Slow,1250000,
368,374,Ho-Oh,250,494,,,Legendary,3.8,199.0,13,16.0,177,,196.0,,0.0,0.0,0,14,12,,120,,106,130,90,110,154,90,680,0,0,0,0,3,0,3,3,Slow,1250000,
369,375,Celebi,251,652,,,Mythical,0.6,5.0,9,4.0,151,,,,0.0,0.0,100,14,12,,120,,100,100,100,100,100,100,600,3,0,0,0,0,0,3,45,Medium Slow,1059860,
370,380,Treecko,252,719,,,,0.5,5.0,4,,160,,284.0,,87.5,12.5,50,15,11,4.0,20,,40,45,35,65,55,70,310,0,0,0,0,0,1,1,45,Medium Slow,1059860,
371,381,Grovyle,253,719,,,,0.9,21.6,4,,160,,284.0,,87.5,12.5,50,15,11,4.0,20,380.0,50,65,45,85,65,95,405,0,0,0,0,0,2,2,45,Medium Slow,1059860,Level 16
372,382,Sceptile,254,243,,,,1.7,52.2,4,,160,,284.0,,87.5,12.5,50,15,11,4.0,20,381.0,70,85,65,105,85,120,530,0,0,0,0,0,3,3,45,Medium Slow,1059860,Level 36
373,1428,Sceptile,254,243,Mega,382.0,,1.9,55.2,4,12.0,124,,,,87.5,12.5,70,4,11,4.0,20,,70,110,75,145,85,145,630,0,0,0,0,0,3,3,45,Medium Slow,1059860,
374,383,Torchic,255,115,,,,0.4,2.5,13,,23,,234.0,,87.5,12.5,50,15,6,,20,,45,60,40,70,50,45,310,0,0,0,1,0,0,1,45,Medium Slow,1059860,
375,384,Combusken,256,727,,,,0.9,19.5,13,14.0,23,,234.0,,87.5,12.5,50,15,6,,20,383.0,60,85,60,85,60,55,405,0,1,0,1,0,0,2,45,Medium Slow,1059860,Level 16
376,385,Blaziken,257,68,,,,1.9,52.0,13,14.0,23,,234.0,,87.5,12.5,50,15,6,,20,384.0,80,120,70,110,70,80,530,0,3,0,0,0,0,3,45,Medium Slow,1059860,Level 36
377,1429,Blaziken,257,68,Mega,385.0,,1.9,52.0,13,14.0,234,,,,87.5,12.5,70,9,6,,20,,80,160,80,130,80,100,630,0,3,0,0,0,0,3,45,Medium Slow,1059860,
378,386,Mudkip,258,422,,,,0.4,7.6,2,,273,,43.0,,87.5,12.5,50,15,11,13.0,20,,50,70,50,50,50,40,310,0,1,0,0,0,0,1,45,Medium Slow,1059860,
379,387,Marshtomp,259,422,,,,0.7,28.0,2,6.0,273,,43.0,,87.5,12.5,50,15,11,13.0,20,386.0,70,85,70,60,70,50,405,0,2,0,0,0,0,2,45,Medium Slow,1059860,Level 16
380,388,Swampert,260,422,,,,1.5,81.9,2,6.0,273,,43.0,,87.5,12.5,50,15,11,13.0,20,387.0,100,110,90,85,90,60,535,0,3,0,0,0,0,3,45,Medium Slow,1059860,Level 36
381,1430,Swampert,260,422,Mega,388.0,,1.9,102.0,2,6.0,257,,,,87.5,12.5,70,4,11,13.0,20,,100,150,110,95,110,70,635,0,3,0,0,0,0,3,45,Medium Slow,1059860,
382,389,Poochyena,261,61,,,,0.5,13.6,15,,203,190.0,192.0,,50.0,50.0,50,15,6,,15,,35,55,35,30,30,35,220,0,1,0,0,0,0,1,255,Medium Fast,1000000,
383,390,Mightyena,262,61,,,,1.0,37.0,15,,113,190.0,146.0,,50.0,50.0,50,15,6,,15,389.0,70,90,70,60,60,70,420,0,2,0,0,0,0,2,127,Medium Fast,1000000,Level 18
384,391,Zigzagoon,263,658,,,,0.4,17.5,5,,166,80.0,190.0,,50.0,50.0,50,15,6,,15,,38,30,41,30,41,60,240,0,0,0,0,0,1,1,255,Medium Fast,1000000,
385,1466,Zigzagoon,263,658,Galar,391.0,,0.4,17.5,15,5.0,166,80.0,190.0,,50.0,50.0,50,5,6,,15,,38,30,41,30,41,60,240,0,0,0,0,0,1,1,255,Medium Fast,1000000,
386,392,Linoone,264,523,,,,0.5,32.5,5,,166,80.0,190.0,,50.0,50.0,50,15,6,,15,391.0,78,70,61,50,61,100,420,0,0,0,0,0,2,2,90,Medium Fast,1000000,Level 20
387,1467,Linoone,264,523,Galar,392.0,,0.5,32.5,15,5.0,166,80.0,190.0,,50.0,50.0,50,5,6,,15,1466.0,78,70,61,50,61,100,420,0,0,0,0,0,2,2,90,Medium Fast,1000000,Level 20
388,393,Wurmple,265,724,,,,0.3,3.6,18,,221,,203.0,,50.0,50.0,50,15,2,,15,,45,45,35,20,30,20,195,1,0,0,0,0,0,1,255,Medium Fast,1000000,
389,394,Silcoon,266,127,,,,0.6,10.0,18,,218,,,,50.0,50.0,50,15,2,,15,393.0,50,35,55,25,25,15,205,0,0,2,0,0,0,2,120,Medium Fast,1000000,Level 7 Based On Personality Value
390,395,Beautifly,267,95,,,,1.0,28.4,18,16.0,255,,198.0,,50.0,50.0,50,15,2,,15,394.0,60,70,50,100,50,65,395,0,0,0,3,0,0,3,45,Medium Fast,1000000,Level 10
391,396,Cascoon,268,127,,,,0.7,11.5,18,,218,,,,50.0,50.0,50,15,2,,15,393.0,50,35,55,25,25,15,205,0,0,2,0,0,0,2,120,Medium Fast,1000000,Level 7 Based On Personality Value
392,397,Dustox,269,470,,,,1.2,31.6,18,7.0,221,,34.0,,50.0,50.0,50,15,2,,15,396.0,60,50,70,50,90,65,385,0,0,0,0,3,0,3,45,Medium Fast,1000000,Level 10
393,398,Lotad,270,700,,,,0.5,2.6,2,4.0,257,191.0,161.0,,50.0,50.0,50,15,13,8.0,15,,40,30,30,40,50,30,220,0,0,0,0,1,0,1,255,Medium Slow,1059860,
394,399,Lombre,271,337,,,,1.2,32.5,2,4.0,257,191.0,161.0,,50.0,50.0,50,15,13,8.0,15,398.0,60,50,50,60,70,50,340,0,0,0,0,2,0,2,120,Medium Slow,1059860,Level 14
395,400,Ludicolo,272,101,,,,1.5,55.0,2,4.0,257,191.0,161.0,,50.0,50.0,50,15,13,8.0,15,399.0,80,70,70,90,100,70,480,0,0,0,0,3,0,3,45,Medium Slow,1059860,Water Stone
396,401,Seedot,273,2,,,,0.5,4.0,4,,27,58.0,165.0,,50.0,50.0,50,15,6,8.0,15,,40,40,50,30,30,30,220,0,0,1,0,0,0,1,255,Medium Slow,1059860,
397,402,Nuzleaf,274,713,,,,1.0,28.0,4,15.0,27,58.0,165.0,,50.0,50.0,50,15,6,8.0,15,401.0,70,70,40,60,40,60,340,0,2,0,0,0,0,2,120,Medium Slow,1059860,Level 14
398,403,Shiftry,275,706,,,,1.3,59.6,4,15.0,27,301.0,165.0,,50.0,50.0,50,15,5,8.0,15,402.0,90,100,60,90,60,80,480,0,3,0,0,0,0,3,45,Medium Slow,1059860,Leaf Stone
399,404,Taillow,276,660,,,,0.3,2.3,5,16.0,89,,211.0,,50.0,50.0,50,15,7,,15,,40,55,30,30,30,85,270,0,0,0,0,0,1,1,200,Medium Slow,1059860,
400,405,Swellow,277,628,,,,0.7,19.8,5,16.0,89,,211.0,,50.0,50.0,50,15,7,,15,404.0,60,85,60,75,50,125,455,0,0,0,0,0,2,2,45,Medium Slow,1059860,Level 22
401,406,Wingull,278,551,,,,0.6,9.5,2,16.0,118,100.0,191.0,,50.0,50.0,50,15,13,7.0,20,,40,30,30,55,30,85,270,0,0,0,0,0,1,1,190,Medium Fast,1000000,
402,407,Pelipper,279,695,,,,1.2,28.0,2,16.0,118,55.0,191.0,,50.0,50.0,50,15,13,7.0,20,406.0,60,50,100,95,70,65,440,0,0,2,0,0,0,2,45,Medium Fast,1000000,Level 25
403,408,Ralts,280,218,,,,0.4,6.6,9,10.0,260,278.0,265.0,,50.0,50.0,35,15,9,1.0,20,,28,25,25,45,35,40,198,0,0,0,1,0,0,1,235,Slow,1250000,
404,409,Kirlia,281,206,,,,0.8,20.2,9,10.0,260,278.0,265.0,,50.0,50.0,35,15,9,1.0,20,408.0,38,35,35,65,55,50,278,0,0,0,2,0,0,2,120,Slow,1250000,Level 20
405,410,Gardevoir,282,205,,,,1.6,48.4,9,10.0,260,278.0,265.0,,50.0,50.0,35,15,9,1.0,20,409.0,68,65,65,125,115,80,518,0,0,0,3,0,0,3,45,Slow,1250000,Level 30
406,1435,Gardevoir,282,205,Mega,410.0,,1.6,48.4,9,10.0,167,,,,50.0,50.0,35,9,1,,20,,68,85,65,165,135,100,618,0,0,0,3,0,0,3,45,Slow,1250000,
407,411,Surskit,283,473,,,,0.5,1.7,18,2.0,257,,191.0,,50.0,50.0,50,15,13,2.0,15,,40,30,32,50,52,65,269,0,0,0,0,0,1,1,200,Medium Fast,1000000,
408,412,Masquerain,284,212,,,,0.8,3.6,18,16.0,113,,285.0,,50.0,50.0,50,15,13,2.0,15,411.0,70,60,62,100,82,80,454,0,0,0,1,1,0,2,75,Medium Fast,1000000,Level 22
409,413,Shroomish,285,426,,,,0.4,4.5,4,,60,169.0,190.0,,50.0,50.0,50,15,5,8.0,15,,60,40,60,40,60,35,295,1,0,0,0,0,0,1,255,Fluctuating,1640000,
410,414,Breloom,286,426,,,,1.2,39.2,4,14.0,60,169.0,264.0,,50.0,50.0,50,15,5,8.0,15,413.0,60,130,80,60,60,70,460,0,2,0,0,0,0,2,90,Fluctuating,1640000,Level 23
411,415,Slakoth,287,578,,,,0.8,24.0,5,,281,,,,50.0,50.0,50,15,6,,15,,60,60,60,35,35,30,280,1,0,0,0,0,0,1,255,Slow,1250000,
412,416,Vigoroth,288,710,,,,1.4,46.5,5,,289,,,,50.0,50.0,50,15,6,,15,415.0,80,80,80,55,55,90,440,0,0,0,0,0,2,2,120,Slow,1250000,Level 18
413,417,Slaking,289,358,,,,2.0,130.5,5,,281,,,,50.0,50.0,50,15,6,,15,416.0,150,160,100,95,65,100,670,3,0,0,0,0,0,3,45,Slow,1250000,Level 36
414,418,Nincada,290,667,,,,0.5,5.5,18,6.0,34,,203.0,,50.0,50.0,50,15,2,,15,,31,45,90,30,30,40,266,0,0,1,0,0,0,1,255,Erratic,600000,
415,419,Ninjask,291,433,,,,0.8,12.0,18,16.0,234,,109.0,,50.0,50.0,50,15,2,,15,418.0,61,90,45,50,50,160,456,0,0,0,0,0,2,2,120,Erratic,600000,Level 20
416,420,Shedinja,292,561,,,,0.8,1.2,18,17.0,302,,,,0.0,0.0,50,15,10,,15,418.0,1,90,45,30,30,40,236,2,0,0,0,0,0,2,45,Erratic,600000,Have A Pokeball And Empty Space In Party
417,421,Whismur,293,704,,,,0.6,16.3,5,,233,,192.0,,50.0,50.0,50,15,11,6.0,20,,64,51,23,51,23,28,240,1,0,0,0,0,0,1,190,Medium Slow,1059860,
418,422,Loudred,294,58,,,,1.0,40.5,5,,233,,211.0,,50.0,50.0,50,15,11,6.0,20,421.0,84,71,43,71,43,48,360,2,0,0,0,0,0,2,120,Medium Slow,1059860,Level 20
419,423,Exploud,295,381,,,,1.5,84.0,5,,233,,211.0,,50.0,50.0,50,15,11,6.0,20,422.0,104,91,63,91,73,68,490,3,0,0,0,0,0,3,45,Medium Slow,1059860,Level 40
420,424,Makuhita,296,286,,,,1.0,86.4,14,,271,89.0,219.0,,75.0,25.0,50,15,9,,20,,72,60,30,20,30,25,237,1,0,0,0,0,0,1,180,Fluctuating,1640000,
421,425,Hariyama,297,16,,,,2.3,253.8,14,,271,89.0,219.0,,75.0,25.0,50,15,9,,20,424.0,144,120,60,40,60,50,474,2,0,0,0,0,0,2,200,Fluctuating,1640000,Level 24
422,426,Azurill,298,472,,,,0.2,2.0,5,10.0,271,97.0,209.0,,25.0,75.0,50,15,12,,10,,50,20,40,20,40,20,190,1,0,0,0,0,0,1,150,Fast,800000,
423,427,Nosepass,299,136,,,,1.0,97.0,8,,249,134.0,204.0,,50.0,50.0,50,15,10,,20,,30,45,135,45,90,30,375,0,0,1,0,0,0,1,255,Medium Fast,1000000,
424,428,Skitty,300,348,,,,0.6,11.0,5,,42,155.0,303.0,,25.0,75.0,50,15,6,5.0,15,,50,45,45,35,35,50,260,0,0,0,0,0,1,1,255,Fast,800000,
425,429,Delcatty,301,479,,,,1.1,32.6,5,,42,155.0,303.0,,25.0,75.0,50,15,6,5.0,15,428.0,70,65,65,55,55,90,400,1,0,0,0,0,1,2,60,Fast,800000,Moon Stone
426,430,Sableye,302,158,,,,0.5,11.0,15,17.0,118,236.0,176.0,,50.0,50.0,35,15,9,,25,,50,75,75,65,65,50,380,0,1,1,0,0,0,2,45,Medium Slow,1059860,
427,1558,Sableye,302,158,Mega,430.0,,0.5,161.0,15,17.0,130,,,,50.0,50.0,35,4,9,,25,,50,85,125,85,115,20,480,0,1,1,0,0,0,2,45,Medium Slow,1059860,
428,431,Mawile,303,160,,,,0.6,11.5,11,10.0,101,113.0,219.0,,50.0,50.0,50,15,6,5.0,20,,50,85,85,55,55,50,380,0,1,1,0,0,0,2,45,Fast,800000,
429,1559,Mawile,303,160,Mega,431.0,,1.0,23.5,11,10.0,97,,,,50.0,50.0,70,9,6,5.0,20,,50,105,125,55,95,50,480,0,1,1,0,0,0,2,45,Fast,800000,
430,432,Aron,304,325,,,,0.4,60.0,11,8.0,249,200.0,94.0,,50.0,50.0,35,15,11,,35,,50,70,100,40,40,30,330,0,0,1,0,0,0,1,180,Slow,1250000,
431,433,Lairon,305,325,,,,0.9,120.0,11,8.0,249,200.0,94.0,,50.0,50.0,35,15,11,,35,432.0,60,90,140,50,50,40,430,0,0,2,0,0,0,2,90,Slow,1250000,Level 32
432,434,Aggron,306,325,,,,2.1,360.0,11,8.0,249,200.0,94.0,,50.0,50.0,35,15,11,,35,433.0,70,110,180,60,60,50,530,0,0,3,0,0,0,3,45,Slow,1250000,Level 42
433,1434,Aggron,306,325,Mega,434.0,,2.2,395.0,11,,65,,,,50.0,50.0,35,9,11,,35,,70,140,230,60,80,50,630,0,0,3,0,0,0,3,45,Slow,1250000,
434,435,Meditite,307,399,,,,0.6,11.2,14,9.0,185,,265.0,,50.0,50.0,50,15,9,,20,,30,40,55,40,55,60,280,0,0,0,0,0,1,1,180,Medium Fast,1000000,
435,436,Medicham,308,399,,,,1.3,31.5,14,9.0,185,,265.0,,50.0,50.0,50,15,9,,20,435.0,60,60,75,60,75,80,410,0,0,0,0,0,2,2,90,Medium Fast,1000000,Level 37
436,1590,Medicham,308,399,Mega,436.0,,1.3,31.5,14,9.0,185,,,,50.0,50.0,70,9,9,,20,,60,100,85,80,85,100,510,0,0,0,0,0,2,2,90,Medium Fast,1000000,
437,437,Electrike,309,365,,,,0.6,15.2,3,,240,124.0,140.0,,50.0,50.0,50,15,6,,20,,40,45,40,65,40,65,295,0,0,0,0,0,1,1,120,Slow,1250000,
438,438,Manectric,310,171,,,,1.5,40.2,3,,240,124.0,140.0,,50.0,50.0,50,15,6,,20,437.0,70,75,60,105,60,105,475,0,0,0,0,0,2,2,45,Slow,1250000,Level 26
439,1437,Manectric,310,171,Mega,438.0,,1.8,44.0,3,,113,,,,50.0,50.0,70,9,6,,20,,70,75,80,135,80,135,575,0,0,0,0,0,2,2,45,Slow,1250000,
440,439,Plusle,311,113,,,,0.4,4.2,3,,168,,124.0,,50.0,50.0,50,15,5,,20,,60,50,40,85,75,95,405,0,0,0,0,0,1,1,200,Medium Fast,1000000,
441,440,Minun,312,113,,,,0.4,4.2,3,,140,,290.0,,50.0,50.0,50,15,5,,20,,60,40,50,75,85,95,405,0,0,0,0,0,1,1,200,Medium Fast,1000000,
442,441,Volbeat,313,227,,,,0.7,17.7,18,,105,255.0,176.0,,100.0,0.0,50,15,2,9.0,15,,65,73,75,47,85,85,430,0,0,0,0,0,1,1,150,Erratic,600000,
443,442,Illumise,314,227,,,,0.6,17.7,18,,156,272.0,176.0,,0.0,100.0,50,15,2,9.0,15,,65,47,75,73,85,85,430,0,0,0,0,0,1,1,150,Fluctuating,1640000,
444,443,Roselia,315,646,,,,0.3,2.0,4,7.0,151,170.0,120.0,,50.0,50.0,50,15,5,8.0,20,604.0,50,60,45,100,80,65,400,0,0,0,2,0,0,2,150,Medium Slow,1059860,During The Day
445,444,Gulpin,316,614,,,,0.4,10.3,7,,127,246.0,80.0,,50.0,50.0,50,15,1,,20,,70,43,53,43,53,40,302,1,0,0,0,0,0,1,225,Fluctuating,1640000,
446,445,Swalot,317,466,,,,1.7,80.0,7,,127,246.0,80.0,,50.0,50.0,50,15,1,,20,444.0,100,73,83,73,83,55,467,2,0,0,0,0,0,2,75,Fluctuating,1640000,Level 26
447,446,Carvanha,318,528,,,,0.8,20.8,2,15.0,202,,234.0,,50.0,50.0,35,15,14,,20,,45,90,20,65,20,65,305,0,1,0,0,0,0,1,225,Slow,1250000,
448,447,Sharpedo,319,86,,,,1.8,88.8,2,15.0,202,,234.0,,50.0,50.0,35,15,14,,20,446.0,70,120,40,95,40,95,460,0,2,0,0,0,0,2,60,Slow,1250000,Level 30
449,1587,Sharpedo,319,86,Mega,447.0,,2.5,130.3,2,15.0,248,,,,50.0,50.0,35,4,14,,20,,70,140,70,110,65,105,560,0,2,0,0,0,0,2,60,Slow,1250000,
450,448,Wailmer,320,34,,,,2.0,130.0,2,,295,156.0,177.0,,50.0,50.0,50,15,6,14.0,40,,130,70,35,70,35,60,400,1,0,0,0,0,0,1,125,Fluctuating,1640000,
451,449,Wailord,321,236,,,,14.5,398.0,2,,295,156.0,177.0,,50.0,50.0,50,15,6,14.0,40,448.0,170,90,45,90,45,60,500,2,0,0,0,0,0,2,60,Fluctuating,1640000,Level 40
452,450,Numel,322,434,,,,0.7,24.0,13,6.0,156,223.0,161.0,,50.0,50.0,50,15,6,,20,,60,60,40,65,45,35,305,0,0,0,1,0,0,1,255,Medium Fast,1000000,
453,451,Camerupt,323,210,,,,1.9,220.0,13,6.0,133,231.0,6.0,,50.0,50.0,50,15,6,,20,450.0,70,100,70,105,75,40,460,0,1,0,1,0,0,2,150,Medium Fast,1000000,Level 33
454,1588,Camerupt,323,210,Mega,451.0,,2.5,320.5,13,6.0,219,,,,50.0,50.0,70,4,6,,20,,70,120,100,145,105,20,560,0,1,0,1,0,0,2,150,Medium Fast,1000000,
455,452,Torkoal,324,124,,,,0.5,80.4,13,,298,56.0,220.0,,50.0,50.0,50,15,6,,20,,70,85,140,85,70,20,470,0,0,2,0,0,0,2,90,Medium Fast,1000000,
456,453,Spoink,325,79,,,,0.7,30.6,9,,271,161.0,80.0,,50.0,50.0,50,15,6,,20,,60,25,35,70,80,60,330,0,0,0,0,1,0,1,255,Fast,800000,
457,454,Grumpig,326,392,,,,0.9,71.5,9,,271,161.0,80.0,,50.0,50.0,50,15,6,,20,453.0,80,45,65,90,110,80,470,0,0,0,0,2,0,2,60,Fast,800000,Level 32
458,455,Spinda,327,606,,,,1.1,5.0,5,,161,262.0,35.0,,50.0,50.0,50,15,6,9.0,15,,60,60,60,60,60,60,360,0,0,0,1,0,0,1,255,Fast,800000,
459,456,Trapinch,328,7,,,,0.7,15.0,6,,101,9.0,219.0,,50.0,50.0,50,15,2,4.0,20,,45,100,45,45,45,10,290,0,1,0,0,0,0,1,255,Medium Slow,1059860,
460,457,Vibrava,329,688,,,,1.1,15.3,6,12.0,121,,,,50.0,50.0,50,15,2,4.0,20,456.0,50,70,50,50,50,70,340,0,1,0,0,0,1,2,120,Medium Slow,1059860,Level 35
461,458,Flygon,330,429,,,,2.0,82.0,6,12.0,121,,,,50.0,50.0,50,15,2,4.0,20,457.0,80,100,80,80,80,100,520,0,1,0,0,0,2,3,45,Medium Slow,1059860,Level 45
462,459,Cacnea,331,96,,,,0.4,51.3,4,,208,,292.0,,50.0,50.0,35,15,8,9.0,20,,50,85,40,85,40,35,335,0,0,0,1,0,0,1,190,Medium Slow,1059860,
463,460,Cacturne,332,531,,,,1.3,77.4,4,15.0,208,,292.0,,50.0,50.0,35,15,8,9.0,20,459.0,70,115,60,115,60,55,475,0,1,0,1,0,0,2,60,Medium Slow,1059860,Level 32
464,461,Swablu,333,142,,,,0.4,1.2,5,16.0,151,,29.0,,50.0,50.0,50,15,7,4.0,20,,45,40,60,40,75,50,310,0,0,0,0,1,0,1,255,Erratic,600000,
465,462,Altaria,334,309,,,,1.1,20.6,12,16.0,151,,29.0,,50.0,50.0,50,15,7,4.0,20,461.0,75,70,90,70,105,80,490,0,0,0,0,2,0,2,45,Erratic,600000,Level 35
466,1589,Altaria,334,309,Mega,462.0,,1.5,20.6,12,10.0,167,,,,50.0,50.0,70,4,7,4.0,20,,75,110,110,110,105,80,590,0,0,0,0,2,0,2,45,Erratic,600000,
467,463,Zangoose,335,104,,,,1.3,40.3,5,,107,,275.0,,50.0,50.0,50,15,6,,20,,73,115,60,60,60,90,458,0,2,0,0,0,0,2,90,Erratic,600000,
468,464,Seviper,336,217,,,,2.7,52.5,7,,218,,109.0,,50.0,50.0,50,15,6,4.0,20,,73,100,60,100,60,65,458,0,1,0,1,0,0,2,90,Fluctuating,1640000,
469,465,Lunatone,337,408,,,,1.0,168.0,8,9.0,121,,,,0.0,0.0,50,15,10,,25,,90,55,65,95,85,70,460,0,0,0,2,0,0,2,45,Fast,800000,
470,466,Solrock,338,408,,,,1.2,154.0,8,9.0,121,,,,0.0,0.0,50,15,10,,25,,90,95,85,55,65,70,460,0,2,0,0,0,0,2,45,Fast,800000,
471,467,Barboach,339,703,,,,0.4,1.9,2,6.0,156,8.0,100.0,,50.0,50.0,50,15,14,,20,,50,48,43,46,41,60,288,1,0,0,0,0,0,1,190,Medium Fast,1000000,
472,468,Whiscash,340,703,,,,0.9,23.6,2,6.0,156,8.0,100.0,,50.0,50.0,50,15,14,,20,467.0,110,78,73,76,71,60,468,2,0,0,0,0,0,2,75,Medium Fast,1000000,Level 30
473,469,Corphish,341,520,,,,0.6,11.5,2,,101,220.0,1.0,,50.0,50.0,50,15,13,15.0,15,,43,80,65,50,35,35,308,0,1,0,0,0,0,1,205,Fluctuating,1640000,
474,470,Crawdaunt,342,514,,,,1.1,32.8,2,15.0,101,220.0,1.0,,50.0,50.0,50,15,13,15.0,15,469.0,63,120,85,90,55,55,468,0,2,0,0,0,0,2,155,Fluctuating,1640000,Level 30
475,471,Baltoy,343,122,,,,0.5,21.5,6,9.0,121,,,,0.0,0.0,50,15,10,,20,,40,40,55,40,70,55,300,0,0,0,0,1,0,1,255,Medium Fast,1000000,
476,472,Claydol,344,122,,,,1.5,107.9,6,9.0,121,,,,0.0,0.0,50,15,10,,20,471.0,60,70,105,70,120,75,500,0,0,0,0,2,0,2,90,Medium Fast,1000000,Level 36
477,473,Lileep,345,544,,,,1.0,23.8,8,4.0,250,,247.0,,87.5,12.5,50,15,15,,30,,66,41,77,61,87,23,355,0,0,0,0,1,0,1,45,Erratic,600000,
478,474,Cradily,346,37,,,,1.5,60.4,8,4.0,250,,247.0,,87.5,12.5,50,15,15,,30,473.0,86,81,97,81,107,43,495,0,0,0,0,2,0,2,45,Erratic,600000,Level 40
479,475,Anorith,347,438,,,,0.7,12.5,8,18.0,17,,257.0,,87.5,12.5,50,15,15,,30,,45,95,50,40,50,75,355,0,1,0,0,0,0,1,45,Erratic,600000,
480,476,Armaldo,348,462,,,,1.5,68.2,8,18.0,17,,257.0,,87.5,12.5,50,15,15,,30,475.0,75,125,100,70,80,45,495,0,2,0,0,0,0,2,45,Erratic,600000,Level 40
481,477,Feebas,349,230,,,,0.6,7.4,2,,257,156.0,1.0,,50.0,50.0,50,15,13,4.0,20,,20,15,20,10,55,80,200,0,0,0,0,0,1,1,255,Erratic,600000,
482,478,Milotic,350,641,,,,6.2,162.0,2,,135,33.0,42.0,,50.0,50.0,50,15,13,4.0,20,477.0,95,60,79,100,125,81,540,0,0,0,0,2,0,2,60,Erratic,600000,With Maxed Beauty
483,478,Milotic,350,641,,,,6.2,162.0,2,,135,33.0,42.0,,50.0,50.0,50,15,13,4.0,20,477.0,95,60,79,100,125,81,540,0,0,0,0,2,0,2,60,Erratic,600000,Level Up With Max Beauty or Trade With Prism Scale
484,479,Castform,351,701,,,,0.3,0.8,5,,72,,,,50.0,50.0,50,15,5,1.0,25,,70,70,70,70,70,70,420,1,0,0,0,0,0,1,45,Medium Fast,1000000,
485,1565,Castform,351,701,Sunny,479.0,,0.3,0.8,13,,72,,,,50.0,50.0,50,15,5,1.0,25,,70,70,70,70,70,70,420,1,0,0,0,0,0,1,45,Medium Fast,1000000,
